"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"Birmingham, Missouri",374718.338985089,4336354.902473136,15,S,205,140
"Chula, Missouri",459202.8070123722,4419198.016681414,15,S,205,444
"Lake Bronson, Minnesota",671768.9477245546,5400319.021220832,14,U,205,149
"McBride, Michigan",658510.6836412892,4801773.7762163365,16,T,205,204
"Conway, Michigan",667164.9810836195,5031695.995355402,16,T,205,187
"Chatham, Michigan",505286.5277958832,5132282.811190576,16,T,205,32
"Schoenchen, Kansas",471100.94930749276,4284981.098131358,14,S,205,636
"Sylvia, Kansas",551961.3166338822,4201419.886586112,14,S,205,273
"Slaughters, Kentucky",455613.33644884784,4149361.381731398,16,S,205,344
"Bruce, South Dakota",667871.5423465696,4922664.229854695,14,T,205,213
"Sayner, Wisconsin",303818.79197009356,5096167.730454425,16,T,204,43
"Edgerton, Wyoming",398987.35422045365,4807568.625702456,13,T,204,311
"San Luis, New Mexico",315154.84030414664,3952698.403527328,13,S,204,9
"Miguel Barrera, Texas",507818.51978766517,2921313.917889273,14,R,204,4560
"Halifax, North Carolina",267499.69211089425,4023166.3928925334,18,S,204,172
"Halliday, North Dakota",700980.0689476652,5247738.263607849,13,T,204,173
"Oak Grove, Tennessee",555642.9874380066,4047596.771907054,16,S,204,61
"Pierrepont Manor, New York",414681.5500557252,4843252.513024356,18,T,204,117
"Centerville, Pennsylvania",603022.044231362,4621528.823227816,17,T,204,44
"Pleasantville, Pennsylvania",703202.910001966,4450433.950703854,17,T,204,1062
"Karns City, Pennsylvania",607126.2245391896,4539205.239745376,17,T,204,217
"Rehrersburg, Pennsylvania",394336.72573200497,4479282.954837277,18,T,204,147
"Skyland, Nevada",247041.71559348254,4323781.013050725,11,S,204,18
"Pennington, Alabama",401091.26913974475,3563020.7210840927,16,S,204,40
"Belk, Alabama",413895.8271851325,3723913.843369118,16,S,204,56
"Beecher Falls, Vermont",303504.7604021459,4986975.009609754,19,T,204,62
"Spurgeon, Indiana",477365.8113157996,4234184.436869358,16,S,204,449
"Moorhead, Iowa",263621.9502987913,4645313.197990585,15,T,204,243
"Van Wert, Iowa",433278.43461567914,4524738.688077399,15,T,204,238
"Clutier, Iowa",549331.1496367006,4658752.938966072,15,T,204,103
"Valle, Arizona",397220.231103828,3942894.3238431746,12,S,204,0
"Blodgett, Missouri",275205.0394294151,4098400.019600611,16,S,204,599
"Storden, Minnesota",314174.1269126239,4878886.394133239,15,T,204,355
"Smolan, Kansas",614332.0772811342,4288557.515108923,14,S,204,711
"Darling, Mississippi",750581.74025569,3805337.5075486433,15,S,204,29
"Reevesville, South Carolina",533030.972150045,3673748.0730764787,17,S,204,48
"Mount Carmel, Florida",488447.0117383081,3428145.32432722,16,R,203,14
"Encinal, New Mexico",277969.5986728392,3890266.3720382703,13,S,203,5
"Sunshine, New Mexico",237394.298903931,3558728.0433933144,13,S,203,4
"Goree, Texas",451347.06310955185,3703294.0197741594,14,S,203,54
"Wellman, Texas",740227.0379518362,3659439.61135864,13,S,203,230
"Creston, Nebraska",636234.0289640358,4618663.1716513345,14,T,203,378
"Jackson, Nebraska",699085.7704377527,4702658.73952431,14,T,203,174
"Hayes Center, Nebraska",328826.0720780074,4486436.661450217,14,T,203,290
"Rupert, Pennsylvania",375507.8686064152,4537147.101887583,18,T,203,86
"Humboldt River Ranch, Nevada",392519.1793457879,4479097.881572352,11,T,203,6
"New Church, Virginia",453535.29807274684,4204016.491515832,18,S,203,41
"Bear Valley, California",754106.9945543406,4161677.3036327926,10,S,203,10
"Black, Alabama",620011.7073674663,3431410.7523856643,16,R,203,25
"Pollard, Arkansas",745003.5381135325,4035070.5724552595,15,S,203,264
"Buncombe, Illinois",325389.5791410032,4149010.3650048585,16,S,203,66
"Standard, Illinois",317212.6789098646,4569449.45840931,16,T,203,110
"The Rock, Georgia",758180.5148740207,3650628.324942189,16,S,203,18
"Frederika, Iowa",556722.6512442385,4748111.784505995,15,T,203,220
"College Springs, Iowa",320580.35651856393,4498881.998005736,15,T,203,71
"Canadian, Oklahoma",258703.68274264372,3895565.7389363674,15,S,203,106
"Whitesboro, Oklahoma",327896.50771627633,3840993.642416127,15,S,203,23
"Vaughnsville, Ohio",740486.787217235,4529513.616686974,16,T,203,458
"Tuscumbia, Missouri",547249.0494699288,4232237.880190489,15,S,203,227
"Healy, Kansas",359145.62693874585,4273963.313631163,14,S,203,22
"Froid, Montana",537735.195582756,5353993.903264953,13,U,203,125
"Baring, Washington",613872.9897419483,5291422.009518528,10,T,202,74
"Egg Harbor, Wisconsin",477747.2633582922,4988854.679346028,16,T,202,31
"Falling Spring, West Virginia",556406.9598303788,4205188.630381665,17,S,202,151
"Matoaka, West Virginia",478612.8190037584,4141293.7072091037,17,S,202,295
"Whitfield, Florida",494140.53549598134,3416160.5821330147,16,R,202,18
"San Jon, New Mexico",651616.7941591159,3886652.2212384436,13,S,202,26
"Cottonwood, Texas",744812.2609754361,3594656.884282365,14,S,202,50
"Tappen, North Dakota",452225.48051230126,5191075.2837770125,14,T,202,74
"Fort Yates, North Dakota",373982.9993629629,5104960.9031761745,14,T,202,1293
"Guide Rock, Nebraska",557231.9304399219,4436164.164426206,14,T,202,157
"Ebony, Virginia",232992.85444040055,4051972.5982473074,18,S,202,17
"Jacumba, California",576678.1910264753,3610320.9666252714,11,S,202,12
"Valley Home, California",683549.0787088668,4188692.0550296973,10,S,202,67
"Industry, California",414437.410156811,3764483.4708370073,11,S,202,6
"Nauvoo, Alabama",454964.2913509057,3760854.9538570866,16,S,202,78
"Yellow Bluff, Alabama",454567.01241552096,3536346.772404517,16,R,202,168
"Vermilion, Illinois",449510.9103957807,4381330.261636347,16,S,202,142
"Beason, Illinois",313008.6333935468,4445861.199422171,16,T,202,124
"Seaton, Illinois",684818.8266627216,4552447.655296085,15,T,202,49
"Brinson, Georgia",716029.0203226246,3429403.8447130304,16,R,202,38
"Surrency, Georgia",386422.27196853625,3510191.5447658026,17,R,202,100
"Pine Village, Indiana",478512.3373256732,4477680.0923123555,16,T,202,647
"Braman, Oklahoma",648290.0013531686,4087702.7478546468,14,S,202,450
"Haywood City, Missouri",268648.9288185036,4099331.7975419406,16,S,202,182
"Gary, Minnesota",706428.7099785716,5250185.65220923,14,T,202,242
"Dixon, Montana",699745.2177018763,5243802.374343692,11,T,202,11
"Modoc, South Carolina",387213.15938897454,3731687.31044313,17,S,202,19
"Coldiron, Kentucky",281240.7335109429,4078588.8781226575,17,S,202,405
"Riverside, Oregon",364735.1542960346,5059605.684801832,11,T,202,127
"Bethel, Delaware",446025.0385303667,4269353.709581585,18,S,201,176
"Van Dyne, Wisconsin",379412.2566344043,4860328.709744262,16,T,201,98
"Lake Tomahawk, Wisconsin",298980.1999491751,5076304.202887704,16,T,201,50
"Chugwater, Wyoming",514722.9468032441,4622678.710627159,13,T,201,25
"Teton Village, Wyoming",512584.2489532671,4826692.774872535,12,T,201,15
"Glendo, Wyoming",497954.219795575,4705826.365649189,13,T,201,131
"Fort Bridger, Wyoming",551104.6821706559,4574272.155413909,12,T,201,38
"Madrid, New Mexico",395230.5603636039,3918369.084109727,13,S,201,55
"San Ysidro, New Mexico",339268.30570595653,3936661.3235450624,13,S,201,33
"White Mountain, Alaska",575254.686690103,7173862.089163259,3,W,201,42
"Des Lacs, North Dakota",309723.6044032477,5347975.792175372,14,U,201,144
"Samburg, Tennessee",288913.33532053255,4028924.6764874463,16,S,201,164
"Glenfield, Pennsylvania",573416.6980599377,4485913.224850644,17,T,201,94
"Adin, California",671950.594044292,4562586.82565499,10,T,201,22
"Philo, California",461484.94782579277,4324161.726752954,10,S,201,37
"Bulpitt, Illinois",291695.2323820288,4385274.954333714,16,S,201,1128
"Adair, Illinois",712322.8708819546,4477193.598744007,15,T,201,180
"Keensburg, Illinois",424130.4238522291,4245194.764089846,16,S,201,298
"Hull, Georgia",288180.45065932214,3766247.3977416805,17,S,201,243
"Garfield, Georgia",397191.9501627699,3612962.194871643,17,S,201,98
"Monterey, Indiana",543444.9495207049,4556215.076204007,16,T,201,424
"Alvord, Iowa",718642.8169908364,4802306.020183355,14,T,201,282
"Oldtown, Idaho",498461.36886464915,5336740.481801909,11,U,201,94
"Franklin, Maryland",667555.7020222151,4373977.410270809,17,S,201,293
"Choptank, Maryland",417422.58174154884,4281949.6577609945,18,S,201,326
"Hessville, Ohio",312507.8419049799,4585923.242113797,17,T,201,111
"South Salem, Ohio",301208.57152235316,4356745.428011313,17,S,201,376
"Haviland, Ohio",703033.7676663697,4543541.798821804,16,T,201,197
"Pottery Addition, Ohio",531897.2769050697,4472566.758317295,17,T,201,91
"Stoutland, Missouri",542751.0006634251,4185244.9762574737,15,S,201,128
"Altamont, Missouri",407087.9158448376,4415947.016842728,15,S,201,303
"Barnett, Missouri",528422.2147787937,4247750.886571331,15,S,201,284
"Sobieski, Minnesota",385086.628255148,5086560.107035253,15,T,201,19
"Hanston, Kansas",437531.19909537607,4219713.227368913,14,S,201,287
"Tygh Valley, Oregon",643679.0772707765,5011430.979548908,10,T,201,20
"Amberg, Wisconsin",422866.12564653426,5039659.434681313,16,T,200,47
"Windsor, Florida",557720.6684920655,3073734.1419408917,17,R,200,88
"Twin Forks, New Mexico",440420.19776215736,3645514.022303047,13,S,200,18
"Organ, New Mexico",349338.8273873173,3588686.235090822,13,S,200,89
"Taylor, Nebraska",468299.64653971797,4624265.976380188,14,T,200,295
"Burke, New York",565526.762442871,4972532.288844662,18,T,200,265
"Barkeyville, Pennsylvania",585310.8779580159,4561069.704915553,17,T,200,23
"Hallwood, Virginia",448130.8186455084,4192376.352896236,18,S,200,326
"Oakdale, Illinois",280975.6966979013,4238160.2271370655,16,S,200,48
"La Fayette, Illinois",250315.40913856734,4555197.071393926,16,T,200,408
"Norris, Illinois",751028.5310977753,4501454.00808618,15,T,200,272
"Parkersburg, Illinois",407961.74786126916,4271709.637395367,16,S,200,93
"Hilltop, Georgia",739048.3407458578,3665991.480087053,16,S,200,79
"Blairsburg, Iowa",447165.3356173954,4703094.801758226,15,T,200,119
"Koshkonong, Missouri",621108.4480653696,4051109.7770574996,15,S,200,441
"Mosby, Missouri",387121.6648198102,4352717.2003599405,15,S,200,42
"Tenstrike, Minnesota",373537.87088899687,5279919.234920495,15,T,200,23
"Belvue, Kansas",743549.103323956,4344594.737933443,14,S,200,628
"Sellers, South Carolina",640617.514743791,3794513.658625308,17,S,200,111
"Westport, Oregon",471301.5015069629,5108591.955670488,10,T,200,116
"Keller, Washington",372177.26791568386,5327194.839285213,11,U,199,8
"Hatfield, Wisconsin",679850.8246502195,4920605.300552893,15,T,199,57
"Eden, Wyoming",629149.9819393358,4657627.758021206,12,T,199,5
"Autryville, North Carolina",715274.5466380621,3875197.2443215637,17,S,199,147
"Lewellen, Nebraska",739027.7241553746,4579394.2721567685,13,T,199,207
"Prattsville, New York",547678.2133907229,4686578.948462591,18,T,199,19
"Cashtown, Pennsylvania",298772.4748896217,4417499.887523636,18,S,199,51
"Wind Ridge, Pennsylvania",548555.6741112581,4418066.910934997,17,S,199,24
"Greenbush, Virginia",440122.29593159124,4177152.1956959134,18,S,199,77
"Manchester, California",440151.89895982755,4314162.693898706,10,S,199,29
"Jacksonport, Arkansas",653198.0653761607,3945582.832121092,15,S,199,204
"North Westminster, Vermont",706992.1011510666,4777494.581787702,18,T,199,161
"Macy, Indiana",573315.9262644928,4534482.275009153,16,T,199,670
"Woodruff, Arizona",588143.3786315038,3849545.960445256,12,S,199,13
"New Woodville, Oklahoma",716657.96513186,3761163.611178287,14,S,199,693
"Phillipsburg, Missouri",518805.07484002394,4156187.1508567077,15,S,199,96
"Elkton, Oregon",454128.4888725653,4831802.4702043915,10,T,199,334
"Mount Sterling, Wisconsin",667921.611741465,4798011.47595169,15,T,198,53
"Holcombe, Wisconsin",647455.2162158503,5009783.843433552,15,T,198,79
"Kalihiwai, Hawaii",454600.2358068484,2456856.7778323814,4,Q,198,28
"Alcalde, New Mexico",404791.23481442983,3993938.1665262477,13,S,198,148
"Goodlow, Texas",762772.6375500772,3555924.6662472268,14,S,198,74
"Thompsonville, Texas",521311.7127241089,3015251.5071667978,14,R,198,19
"Bienville, Louisiana",501994.55025040254,3580539.83819331,15,S,198,6
"Grayling, Alaska",443696.91157999315,6974909.871152988,4,V,198,6
"Englevale, North Dakota",584280.8797384042,5138097.797648615,14,T,198,51
"Fordville, North Dakota",589480.2302973534,5341076.316418966,14,U,198,75
"Petrolia, Pennsylvania",607885.1131762272,4541947.872080973,17,T,198,192
"Hartstown, Pennsylvania",551497.8485124318,4600121.397347213,17,T,198,94
"Topaz Lake, Nevada",278873.02051571873,4286288.608238285,11,S,198,64
"Kellyton, Alabama",590094.5232573961,3649382.6415180136,16,S,198,79
"Loachapoka, Alabama",631855.4547546799,3608358.8681348576,16,S,198,67
"Broomtown, Alabama",634969.9202284266,3803681.2805836587,16,S,198,16
"Batchtown, Illinois",703121.740697468,4323081.301046299,15,S,198,41
"Ellsworth, Illinois",354475.97528576007,4479074.503133144,16,T,198,352
"Emison, Indiana",460020.57053077803,4294583.527975564,16,S,198,48
"Melvin, Iowa",288363.03138883226,4795924.296637676,15,T,198,430
"Westgate, Iowa",582174.3953044781,4735563.43228681,15,T,198,215
"Sunizona, Arizona",629306.9948166664,3528404.1613796037,12,R,198,9
"Fort Apache, Arizona",593751.270206976,3739410.4253354413,12,S,198,67
"Deer Creek, Arizona",467656.4558420858,3769351.9722508094,12,S,198,43
"Caney, Oklahoma",756329.5909456019,3791783.314423538,14,S,198,94
"Platter, Oklahoma",728033.2346195951,3754538.8640201655,14,S,198,45
"North Robinson, Ohio",343347.26473123545,4517370.574108681,17,T,198,718
"Burbank, Ohio",416309.3411008609,4537701.728385383,17,T,198,214
"Independence, Utah",474902.5401294575,4473395.621010775,12,T,198,2
"Oakwood, Missouri",364397.4734545069,4340201.369148435,15,S,198,387
"Barnard, Missouri",344758.38607364544,4448830.126802035,15,T,198,505
"Peterson, Minnesota",593873.7211158825,4848855.043566391,15,T,198,160
"Fountain, Michigan",565609.2727259812,4877574.578892536,16,T,198,74
"Lebanon, Kansas",537893.2242770062,4406785.349412627,14,S,198,237
"Silver Creek, Mississippi",784424.6431416885,3500544.800266681,15,R,198,51
"Trenton, South Carolina",422154.24282727425,3733656.502794803,17,S,198,60
"Boykin, South Carolina",537938.6027273494,3775515.6952817645,17,S,198,11
"Long Hollow, South Dakota",643202.4669721664,5060394.298276014,14,T,198,5
"La Plant, South Dakota",369097.29911605635,4999317.69972358,14,T,198,8
"Port Wing, Wisconsin",623629.1034875949,5181512.207456913,15,T,197,66
"Eland, Wisconsin",325494.43252249213,4970549.711374413,16,T,197,34
"Broaddus, Texas",379150.76192842197,3464111.415231459,15,R,197,203
"Pecan Gap, Texas",234868.79224134685,3703505.360099511,15,S,197,121
"Clam Gulch, Alaska",589037.0971718582,6674779.231603785,5,V,197,5
"Fairfield, North Carolina",388863.36802026373,3934408.5109737753,18,S,197,10
"Harrells, North Carolina",756246.2646196593,3846435.580584394,17,S,197,24
"Sugar Mountain, North Carolina",422172.8860147126,3998381.1002870044,17,S,197,31
"Darden, Tennessee",388989.5131562301,3944535.0825898573,16,S,197,9
"Newton Hamilton, Pennsylvania",259346.9828471584,4475193.887633747,18,T,197,490
"Monument, Pennsylvania",272943.7338457245,4554625.986832883,18,T,197,873
"Macedonia, Alabama",384764.7957238279,3696662.2045962648,16,S,197,19
"Providence, Alabama",426956.565842212,3578653.8773472016,16,S,197,43
"Paint Rock, Alabama",561326.6328384173,3835565.3044711,16,S,197,175
"Waterloo, Alabama",402680.8241466223,3864389.9555089585,16,S,197,101
"O'Kean, Arkansas",696219.3223209196,4005176.0897409455,15,S,197,74
"Mill Shoals, Illinois",382250.1543249698,4234365.405807372,16,S,197,99
"Lilly, Georgia",228587.93455047166,3560302.558027731,17,S,197,126
"Altona, Indiana",654542.6300337375,4579502.190293031,16,T,197,375
"Blencoe, Iowa",741920.1379498973,4646155.666725518,14,T,197,100
"Garden Grove, Iowa",448791.2258449765,4519663.536807134,15,T,197,109
"Oljato-Monument Valley, Arizona",571994.8405188465,4093702.76384327,12,S,197,6
"Oxbow Estates, Arizona",468392.48631911277,3782433.5829463997,12,S,197,154
"Pittsburg, Oklahoma",238967.14904455913,3844760.3497759365,15,S,197,161
"Oakwood Park, Missouri",364111.9665309371,4340672.592578412,15,S,197,1133
"Holland, Missouri",241432.4505678129,3994084.9469466936,16,S,197,456
"Marquand, Missouri",750673.9112832134,4146199.490671203,15,S,197,319
"Meire Grove, Minnesota",354277.4366273701,5054238.885572108,15,T,197,195
"Tyro, Kansas",249075.97656741546,4102755.138319462,15,S,197,146
"Highwood, Montana",517462.3571283951,5271769.55891989,12,T,197,16
"Henderson Point, Mississippi",280153.6188010691,3355938.851531491,16,R,197,71
"Russellville, South Carolina",596373.0441719701,3695779.566981515,17,S,197,20
"Scotia, South Carolina",477190.3360597546,3615894.1994197657,17,S,197,24
"Arkansaw, Wisconsin",577555.4986902855,4942692.064208752,15,T,196,106
"Study Butte, Texas",641546.9466250064,3245995.136381294,13,R,196,15
"Eureka, North Carolina",239246.29714714413,3936880.168202727,18,S,196,221
"Trumbull, Nebraska",561402.9188709343,4503499.909892,14,T,196,175
"Mitchellville, Tennessee",541124.2416811864,4054414.931870027,16,S,196,140
"Brave, Pennsylvania",563477.8733159897,4397653.2598341685,17,S,196,85
"Marklesburg, Pennsylvania",740257.44243237,4474014.299687557,17,T,196,73
"Sutcliffe, Nevada",275270.8474997266,4425088.415844339,11,S,196,7
"Wawona, California",266823.03656453197,4158963.3546941187,11,S,196,11
"Dutch Flat, California",686973.2310968947,4342093.124028596,10,S,196,127
"Edwardsville, Alabama",643198.9875926395,3745614.9178441786,16,S,196,4
